101,M,Vg,Y,Unmarried,Am,Um,Um,Business,Housewife,Large,Good,Eng,Small,Average,Train
102,M,Vg,N,Unmarried,High,10,Il,Service,Housewife,Average,Good,Eng,Small,Poor,Train
103,M,Good,Y,Unmarried,Medium,Il,Il,Service,Service,Average,Poor,Asm,Small,Poor,Train
104,M,Pass,Y,Unmarried,Medium,Um,Um,Farmer,Housewife,Large,Average,Asm,Average,Average,Train
105,M,Pass,Y,Unmarried,Medium,Um,Um,Farmer,Housewife,Small,Average,Asm,Small,Good,Train
106,M,Good,N,Unmarried,High,Il,Um,Farmer,Housewife,Average,Average,Eng,Large,Poor,Train
107,M,Pass,N,Unmarried,High,Il,Il,Others,Housewife,Average,Average,Asm,Average,Poor,Train
108,M,Good,N,Unmarried,High,10,12,Others,Housewife,Large,Good,Hin,Average,Poor,Train
109,M,Good,N,Unmarried,High,Il,Il,Farmer,Housewife,Average,Good,Asm,Average,Average,Train
110,F,Pass,Y,Unmarried,Am,Pg,Um,Service,Housewife,Average,Average,Hin,Small,Poor,Train
111,F,Good,N,Unmarried,Low,10,Il,Others,Housewife,Average,Average,Eng,Small,Average,Train
112,F,Pass,Y,Unmarried,Am,Um,Um,Service,Housewife,Average,Poor,Eng,Small,Poor,Train
113,F,Good,Y,Unmarried,Am,Degree,Il,Service,Housewife,Small,Poor,Eng,Small,Poor,Train
114,F,Good,Y,Unmarried,Medium,Il,Il,Business,Housewife,Small,Poor,Asm,Average,Average,Train
115,F,Good,Y,Unmarried,Low,10,10,Others,Housewife,Large,Good,Ben,Small,Average,Train
116,F,Pass,N,Unmarried,Medium,12,12,Service,Housewife,Small,Average,Asm,Average,Poor,Train
117,M,Good,N,Unmarried,High,Um,Il,Service,Housewife,Large,Average,Eng,Small,Good,Train
118,M,Good,N,Unmarried,Low,Um,Um,Others,Others,Large,Poor,Hin,Average,Poor,Train
119,M,Vg,N,Unmarried,Am,12,Il,Service,Housewife,Average,Poor,Eng,Small,Average,Train
120,F,Pass,N,Unmarried,Am,Um,Il,Service,Housewife,Average,Poor,Eng,Small,Average,Train
121,F,Good,N,Unmarried,Low,Um,Il,Service,Housewife,Small,Poor,Eng,Small,Poor,Train
122,F,Good,N,Unmarried,Medium,Um,Um,Others,Housewife,Small,Average,Eng,Small,Average,Train
123,F,Good,N,Unmarried,High,10,10,Business,Housewife,Large,Good,Eng,Small,Poor,Train
124,F,Good,Y,Unmarried,Am,Il,Um,Business,Housewife,Small,Average,Eng,Large,Average,Train
125,F,Vg,Y,Unmarried,Medium,Um,Il,Service,Housewife,Small,Poor,Eng,Small,Average,Train
126,F,Pass,Y,Unmarried,Am,10,10,Business,Housewife,Small,Average,Eng,Small,Good,Train
127,F,Good,N,Unmarried,Am,Um,Um,Service,Housewife,Small,Average,Eng,Large,Good,Train
128,M,Vg,N,Unmarried,Medium,Il,Il,Farmer,Housewife,Small,Poor,Eng,Small,Average,Train
129,M,Pass,N,Unmarried,Medium,Um,Il,Farmer,Service,Small,Average,Asm,Large,Average,Train
130,M,Pass,Y,Unmarried,Medium,Um,Um,Farmer,Housewife,Average,Average,Asm,Average,Good,Train
131,M,Good,Y,Unmarried,Medium,Um,Um,Farmer,Housewife,Average,Average,Asm,Small,Average,Train
132,M,Pass,Y,Unmarried,Low,Um,Um,Service,Service,Large,Average,Asm,Average,Poor,Train
133,M,Pass,Y,Unmarried,Medium,Degree,12,Service,Housewife,Average,Average,Asm,Small,Poor,Train
134,M,Good,N,Unmarried,Medium,Il,Il,Service,Housewife,Large,Average,Asm,Small,Average,Train
135,M,Pass,Y,Unmarried,Medium,Il,Il,Others,Service,Average,Poor,Asm,Small,Poor,Train
136,F,Good,N,Unmarried,High,Um,10,Service,Service,Average,Average,Asm,Small,Poor,Train
137,M,Pass,Y,Unmarried,Medium,Um,Um,Farmer,Housewife,Average,Average,Asm,Average,Average,Train
138,M,Pass,Y,Unmarried,Medium,12,Um,Farmer,Housewife,Average,Average,Asm,Average,Poor,Train
139,M,Pass,Y,Unmarried,Low,Um,Um,Farmer,Housewife,Small,Poor,Asm,Average,Poor,Train
140,M,Pass,Y,Unmarried,Medium,12,Um,Retired,Housewife,Average,Average,Asm,Average,Poor,Train
141,F,Pass,Y,Unmarried,Medium,Um,Um,Business,Housewife,Average,Average,Asm,Average,Good,Train
142,F,Pass,Y,Unmarried,Low,Il,Il,Others,Housewife,Average,Poor,Asm,Average,Average,Train
143,F,Good,N,Unmarried,Medium,Degree,12,Business,Housewife,Average,Good,Asm,Average,Average,Train
144,M,Good,N,Unmarried,Low,Degree,10,Farmer,Housewife,Average,Average,Asm,Average,Poor,Train
145,M,Vg,N,Unmarried,High,Degree,Degree,Others,Housewife,Average,Average,Asm,Large,Average,Train
146,M,Pass,Y,Unmarried,Medium,10,Um,Others,Housewife,Average,Average,Asm,Average,Average,Train
147,M,Vg,N,Unmarried,Am,12,12,Service,Housewife,Average,Average,Asm,Small,Average,Train
148,F,Good,N,Unmarried,Medium,Il,Il,Farmer,Housewife,Small,Poor,Asm,Small,Good,Train
149,M,Pass,Y,Unmarried,Medium,Um,Um,Farmer,Housewife,Average,Average,Asm,Average,Poor,Train
150,M,Good,N,Unmarried,Medium,Il,10,Service,Housewife,Average,Poor,Asm,Small,Poor,Train
151,M,Good,Y,Unmarried,Am,12,Um,Business,Housewife,Average,Good,Eng,Small,Average,Train
152,M,Good,Y,Unmarried,Medium,Il,Il,Service,Housewife,Average,Average,Asm,Average,Poor,Train
153,M,Pass,N,Unmarried,Medium,10,Um,Service,Housewife,Small,Average,Eng,Average,Good,Train
154,M,Pass,Y,Unmarried,Low,Um,Il,Service,Housewife,Small,Average,Asm,Small,Poor,Train
155,M,Good,N,Unmarried,High,10,Um,Farmer,Housewife,Average,Poor,Asm,Small,Average,Train
156,F,Good,N,Unmarried,Am,Il,Il,Farmer,Housewife,Small,Average,Asm,Large,Good,Train
157,M,Pass,Y,Unmarried,Low,Um,Um,Service,Housewife,Average,Average,Asm,Large,Average,Train
158,M,Pass,Y,Unmarried,Medium,Um,Um,Business,Housewife,Average,Average,Asm,Small,Average,Train
